Age,Potential,Value,ShortPassing,Balance,Strength,Interceptions,SlidingTackle,BMI,Work Rate_NUM
31,72,1600000,65,59,83,70,70,23.3,8
25,63,475000,57,88,55,57,58,22.91,2
36,69,250000,59,34,90,70,60,23.89,3
21,77,1100000,65,66,71,58,59,24.15,8
21,77,2200000,68,67,69,60,64,24.45,8
22,77,2600000,63,80,47,63,74,23.66,2
22,72,650000,65,60,70,60,62,22.99,2
31,67,700000,67,59,79,65,64,22.63,8
19,85,4200000,69,56,77,69,68,23.74,3
29,70,1300000,66,60,77,68,68,24.52,3
27,66,800000,60,54,86,67,65,25.62,3
22,76,2600000,61,50,84,63,67,23.3,3
25,74,1700000,59,57,85,66,63,21.6,3
28,65,625000,63,55,81,63,62,24.54,8
26,75,3300000,71,33,79,73,73,22.05,8
30,83,30000000,65,60,83,86,87,23.24,5
22,74,1200000,57,49,82,64,62,24.31,2
27,73,1800000,63,39,84,73,65,22.71,6
24,73,1600000,60,74,73,64,64,23.36,5
23,76,2400000,60,67,71,66,68,22.79,2
21,75,6000000,61,41,89,71,71,24.12,8
20,76,1800000,64,63,74,61,68,22.74,5
35,65,200000,65,41,87,68,62,26.04,6
20,77,1100000,53,81,50,56,56,20.11,2
26,74,2600000,66,68,68,74,75,21.74,8
18,78,975000,59,81,52,58,57,21.72,2
35,70,425000,67,48,86,69,65,25.75,6
23,71,1500000,56,68,77,70,67,23.29,6
29,66,650000,63,61,72,67,65,22.74,8
28,70,1300000,66,54,78,68,70,22.74,6
30,68,675000,68,54,71,68,64,22.92,8
21,75,1500000,56,70,64,59,60,21.67,8
32,74,3200000,64,44,84,74,74,23.36,2
23,75,1200000,62,49,73,66,63,23.2,8
24,71,1200000,60,69,72,68,64,23.59,6
29,67,850000,58,41,86,64,68,24.1,8
27,66,500000,50,65,72,64,65,23.5,8
24,75,3500000,63,66,79,69,73,23.55,0
22,67,500000,57,78,59,54,54,22.09,8
29,63,400000,62,60,79,65,64,21.91,6
23,75,1800000,62,67,56,66,61,22.46,8
28,70,1400000,63,63,78,69,71,25.13,6
30,69,1100000,71,51,80,69,65,23.08,6
29,77,7000000,67,39,80,76,76,23.45,6
20,76,1500000,53,64,77,60,60,23.03,8
32,71,1200000,64,61,78,72,71,22.94,8
31,75,3800000,74,54,90,76,72,23.74,6
27,70,1300000,69,72,73,68,66,21.56,8
28,65,650000,59,77,70,59,62,22.6,6
29,64,500000,54,71,76,65,62,22.69,8
24,78,2900000,66,56,67,70,70,21.16,8
25,71,1200000,63,65,72,57,64,23.25,2
20,76,1800000,62,53,63,62,56,21.22,8
36,71,325000,68,52,86,69,69,24.31,6
35,68,325000,65,66,82,69,67,23.45,8
31,70,1100000,60,44,85,70,67,24.36,6
20,77,1800000,56,79,54,61,66,22.72,2
33,76,3600000,63,34,88,81,66,24.81,6
33,77,5000000,75,44,85,77,76,22.99,5
25,69,925000,60,68,70,63,61,23.04,8
24,79,4400000,70,46,77,73,70,21.84,8
19,80,1600000,65,63,62,63,59,21.5,8
20,81,2000000,60,54,65,61,68,21.88,7
31,68,825000,65,69,75,68,66,21.6,6
33,68,575000,56,51,90,68,65,23.29,5
27,73,2500000,57,64,71,68,72,22.86,6
30,77,8500000,64,49,77,78,77,23.41,8
27,66,750000,65,82,39,57,64,24.68,2
24,68,750000,65,57,74,63,65,22.79,8
19,80,3200000,72,64,69,67,70,19.71,8
32,71,1200000,61,38,90,71,65,22.92,6
21,70,475000,58,67,71,56,56,22.94,8
36,76,1000000,67,46,83,74,76,25.74,6
29,67,875000,70,30,84,69,61,23.12,3
30,63,425000,58,68,65,59,61,23.15,2
26,82,17500000,78,43,81,80,80,21.61,8
30,67,825000,67,64,78,60,59,23.85,8
34,79,5500000,74,36,81,82,82,23.45,6
24,67,650000,58,71,67,60,61,21.86,8
24,70,1100000,63,61,73,66,60,22.04,6
30,67,825000,63,59,78,65,64,23.67,8
22,73,1600000,59,77,64,61,62,23.78,0
32,67,650000,62,50,87,67,65,23.91,8
22,79,4400000,77,51,74,75,73,22.84,6
31,75,3800000,60,61,83,78,72,24.84,8
24,79,9000000,69,61,76,74,79,23.24,8
24,79,4400000,71,65,79,70,65,22.99,6
23,73,1500000,57,63,73,64,62,23.29,2
24,71,1200000,63,59,78,59,61,23.92,2
33,69,425000,65,63,69,72,68,22.47,6
26,72,1600000,66,53,76,66,70,22.21,8
20,78,2500000,58,68,62,63,66,23.84,8
25,71,1000000,64,73,72,67,66,22.69,8
20,79,1600000,55,70,58,59,63,21.46,2
29,68,1000000,51,46,82,65,69,23.99,6
35,69,375000,61,55,75,69,67,23.25,5
23,72,1400000,58,63,65,62,60,21.6,2
27,60,230000,56,72,64,57,58,21.55,2
23,77,2600000,54,71,70,69,66,23.67,6
29,63,425000,62,75,56,61,60,22.86,8
35,72,625000,67,36,90,73,69,22.4,8
30,73,2500000,66,38,93,76,71,25.76,6
25,68,750000,55,72,57,58,63,22.34,8
37,65,130000,67,55,78,63,63,25.68,2
31,71,1300000,66,62,88,72,68,21.97,8
22,80,4900000,73,67,74,73,71,24.15,6
33,69,675000,61,58,78,71,69,25.13,6
23,74,1900000,58,65,63,67,64,24.03,8
26,73,1800000,57,51,88,69,67,26.6,3
25,69,1000000,60,52,89,63,62,24.14,8
19,73,825000,63,75,44,58,60,22.79,8
21,74,1500000,57,63,78,60,60,22.63,6
25,66,575000,64,57,68,54,63,23.46,2
25,73,1600000,66,58,75,67,67,19.81,8
24,73,1600000,66,54,73,59,65,22.45,8
29,72,2000000,69,63,78,77,65,25.03,8
33,66,425000,66,62,80,65,64,24.86,6
22,77,2200000,67,62,75,66,69,21.05,8
32,73,2000000,56,58,92,70,72,21.7,6
30,71,1500000,66,60,75,75,70,21.1,6
21,69,725000,55,71,64,56,57,22.41,2
24,71,1500000,64,65,75,64,70,23.74,6
28,65,650000,57,64,70,63,63,22.28,8
28,66,775000,67,73,56,63,63,22.6,2
27,77,4800000,63,55,80,72,75,24.81,5
25,71,1500000,64,48,78,69,67,24.12,2
24,82,11000000,66,63,81,78,74,23.2,8
33,68,575000,57,55,82,69,65,23.96,8
23,74,1900000,59,65,71,62,61,23.7,2
30,68,1000000,64,65,74,65,66,23.81,8
22,74,1800000,63,88,64,62,64,22.2,2
26,74,2000000,63,32,84,71,70,20.94,6
33,69,500000,63,58,75,66,67,22.64,6
32,72,2000000,66,45,76,70,71,20.89,7
35,71,500000,65,34,79,71,71,22.79,6
23,76,2300000,68,54,73,76,68,21.68,3
25,74,1900000,62,70,65,64,68,24.39,8
29,65,550000,62,58,80,65,60,24.28,8
34,72,750000,62,52,84,73,72,23.37,6
26,71,1600000,65,64,85,68,68,24.59,8
33,73,1600000,64,35,90,69,75,21.33,6
22,74,750000,68,62,72,56,62,25.06,6
28,77,7000000,66,55,77,81,76,21.88,6
22,69,725000,58,70,55,58,60,20.06,2
29,75,4700000,69,30,89,73,73,22.19,6
22,72,1000000,57,72,66,58,58,23.51,8
23,75,2200000,62,58,65,62,65,21.04,2
24,80,5500000,70,48,82,74,72,22.99,5
25,77,3100000,65,50,83,73,74,19.46,8
38,68,220000,57,68,73,70,65,22.34,3
31,69,1000000,65,65,72,67,70,23.57,8
20,73,1600000,67,70,69,63,61,23.25,2
19,77,1600000,62,59,68,60,61,22.4,2
28,69,1300000,62,53,64,66,66,24.26,2
24,74,1900000,58,63,81,72,70,24.25,6
33,67,300000,54,65,65,67,72,22.09,5
29,67,850000,55,52,80,63,69,24.36,6
31,72,1600000,67,57,77,71,72,21.79,8
24,75,2200000,65,56,75,69,70,20.88,8
24,72,1400000,63,74,66,64,64,20.43,8
20,77,2500000,70,62,73,65,66,23.7,6
23,68,675000,61,65,62,55,57,22.02,2
30,69,1100000,68,32,93,71,67,23.62,6
23,69,750000,57,79,57,59,58,19.59,2
24,76,3000000,70,47,80,67,73,21.98,3
26,63,300000,55,77,64,55,56,23.39,2
29,62,350000,52,68,68,58,57,23.45,2
27,76,3500000,66,63,70,74,74,20.97,8
27,71,1600000,60,61,81,69,68,21.61,8
34,70,525000,68,64,77,68,68,21.56,8
20,76,1800000,61,67,65,66,63,21.04,8
35,73,800000,70,45,86,67,70,25.13,3
28,67,925000,63,63,72,64,65,22.69,3
22,70,1000000,63,73,60,57,66,24.58,2
22,74,1500000,57,70,63,61,64,23.67,6
22,84,20500000,75,34,92,77,80,23.43,6
22,74,1800000,61,53,87,62,61,24.43,8
27,74,3100000,65,57,78,72,74,22.74,5
21,72,1000000,64,75,57,57,60,22.86,2
32,73,2000000,60,48,83,73,72,23.41,8
23,75,2100000,58,70,76,68,65,23.12,6
27,73,1800000,61,63,80,70,69,22.28,8
27,69,975000,61,68,82,63,60,25.46,8
25,70,1100000,62,44,83,62,64,21.87,6
36,70,240000,60,52,80,69,67,25.11,8
21,78,2600000,63,63,55,65,73,22.21,8
29,68,700000,63,51,88,61,66,25.71,6
18,80,1600000,62,67,64,55,61,21.98,2
23,73,1600000,65,58,77,62,63,22.07,6
28,70,1300000,69,55,78,68,67,24.84,8
26,67,800000,55,71,71,61,62,22.53,0
27,72,1900000,68,55,79,76,72,22.79,6
22,73,1000000,62,64,70,63,58,24.15,6
25,76,2500000,62,59,73,67,69,23.92,8
21,66,475000,56,64,71,56,57,23.16,2
25,69,900000,66,70,76,61,64,22.07,8
31,68,825000,58,59,76,69,69,24.25,3
22,77,2200000,56,73,53,64,65,21.13,2
23,79,3300000,62,72,75,76,71,22.99,5
27,67,750000,62,71,70,71,65,22.1,8
25,72,1500000,60,55,76,67,66,22.48,6
26,65,525000,59,51,78,65,64,23.45,6
28,73,2200000,70,69,75,72,69,22.64,8
23,69,950000,62,73,74,61,60,24.11,2
25,63,475000,60,73,65,60,57,23.94,8
27,67,775000,64,65,75,67,64,22.45,6
24,70,1000000,65,75,61,67,64,23.72,2
23,71,1100000,62,78,64,56,60,22.2,2
24,76,2600000,68,63,72,72,68,23.41,8
30,71,1500000,58,54,78,71,67,23.27,8
30,73,2500000,67,62,77,75,73,23.96,6
26,75,2100000,53,46,87,68,67,22.75,6
21,71,1100000,63,81,55,50,62,23.12,2
24,79,4400000,63,42,82,70,73,21.16,8
24,69,825000,57,69,69,59,59,21.8,8
25,72,1600000,60,39,92,66,65,24.93,8
26,71,1400000,64,53,81,67,69,22.07,0
20,84,6000000,67,65,77,74,72,21.91,8
22,84,15500000,72,49,87,75,75,23.3,6
29,70,1300000,64,52,80,70,71,21.6,8
26,64,500000,58,46,78,62,60,23.03,6
23,79,7000000,69,49,77,75,76,23.03,8
28,67,925000,62,74,56,64,64,22.86,8
22,77,2900000,65,59,67,69,69,21.33,6
30,66,700000,62,33,87,65,62,22.52,5
30,75,4600000,70,45,80,75,72,20.81,2
32,64,400000,56,54,72,64,59,23.08,8
21,78,1700000,52,82,41,61,64,19.26,8
27,71,1400000,59,73,78,65,69,23.2,8
25,63,275000,54,68,62,56,58,24.38,0
28,72,1800000,64,59,74,72,71,22.69,3
27,69,975000,66,68,66,67,70,22.53,8
28,70,1400000,62,64,77,69,71,24.54,8
25,81,10000000,64,35,94,69,76,23.19,6
22,80,4000000,68,57,76,74,72,21.97,6
22,75,1500000,61,77,68,63,60,23.36,0
28,73,1900000,69,35,83,72,69,23.38,8
22,74,1800000,60,50,85,59,64,23.77,8
30,72,2500000,68,62,75,71,71,22.74,8
21,76,1800000,64,47,50,60,55,20.31,2
25,66,575000,55,66,82,58,60,20.28,6
22,74,1000000,62,73,56,56,55,22.6,8
24,73,1600000,58,59,76,64,68,21.6,2
22,77,3000000,66,53,75,68,65,23.09,8
22,78,3500000,71,67,73,73,70,21.91,8
18,82,1700000,61,75,66,55,59,23.63,2
20,74,1200000,66,67,65,63,62,21.5,6
28,65,650000,62,73,69,59,60,23.15,8
21,73,1000000,60,74,45,58,61,21.22,8
30,65,575000,60,55,71,69,67,23.2,3
25,69,1100000,60,60,83,65,61,24.02,8
32,66,600000,59,67,70,64,65,24.06,8
26,72,1600000,67,57,78,73,67,21.56,6
28,66,775000,62,71,75,62,69,24.62,1
30,69,850000,50,40,89,71,69,24.31,3
22,72,1400000,61,73,59,64,63,23.62,2
24,70,875000,60,65,64,58,62,22.21,2
23,76,2300000,66,39,74,68,72,20.83,6
34,70,525000,56,62,67,73,71,22.53,3
24,73,1600000,62,64,76,70,66,24.02,6
30,68,1000000,65,61,76,66,68,23.89,3
34,65,240000,63,32,90,68,65,23.36,8
22,71,1000000,62,52,74,60,62,22.15,8
29,68,1000000,60,58,78,68,64,23.63,6
31,77,7000000,66,45,90,82,78,24.62,5
22,74,1800000,60,57,68,64,64,23.04,8
24,72,1200000,63,45,81,65,63,22.52,8
26,72,1700000,60,65,74,70,71,22.74,6
24,67,550000,55,68,64,55,56,22.4,0
32,66,550000,58,56,78,65,64,22.88,6
35,72,625000,63,53,88,71,70,24.93,8
24,77,3000000,66,41,76,73,68,23.25,8
26,73,1600000,63,50,79,68,62,23.6,8
27,80,12000000,64,51,83,76,76,23.48,5
23,73,1000000,61,72,61,66,63,25.54,8
21,72,1300000,58,51,82,60,63,23.24,8
20,78,2900000,67,51,74,67,69,24.57,8
21,72,1300000,60,67,81,63,62,24.25,8
26,69,1000000,59,57,71,63,67,22.15,2
27,72,1900000,62,49,74,72,71,23.12,8
30,72,1900000,73,55,76,68,73,23.27,1
22,70,850000,62,64,73,62,58,23.24,8
33,71,900000,63,71,71,70,73,24.38,6
28,66,775000,56,66,54,60,70,23.36,2
32,68,775000,58,61,76,68,66,22.26,5
23,72,1200000,63,64,71,61,67,24.49,8
37,69,70000,66,62,75,72,64,22.94,6
27,77,6000000,62,46,93,75,74,24.94,8
25,63,425000,55,54,72,58,58,22.35,6
25,70,825000,62,62,73,62,64,21.2,6
25,77,3800000,57,65,85,72,75,22.79,3
29,68,1000000,63,59,69,72,70,23.08,3
23,72,1000000,59,66,69,62,57,25.28,2
24,73,1900000,65,66,71,68,65,24.03,8
22,72,1000000,60,53,66,60,63,21.62,8
31,70,1100000,65,37,88,75,61,22.88,6
29,70,1300000,71,42,70,65,70,19.49,8
33,66,300000,63,58,70,72,60,22.64,8
18,83,2500000,64,66,62,65,63,22.22,2
23,76,2100000,59,62,72,67,67,22.34,3
25,67,725000,59,74,58,65,59,21.91,2
26,71,1100000,47,68,79,64,64,21.62,8
28,77,5500000,60,36,86,82,74,22.65,8
26,72,1300000,65,64,74,70,62,23.96,8
21,79,4400000,63,48,80,71,71,23.2,8
20,77,1300000,51,81,56,65,62,22.99,8
23,73,1700000,62,63,82,65,66,22.24,6
26,66,675000,62,72,65,57,55,23.36,8
25,76,2500000,60,46,83,69,67,22.5,5
31,61,240000,51,57,67,60,56,24.78,8
26,66,850000,59,58,75,66,62,23.59,6
26,62,400000,56,65,68,58,60,21.22,8
28,59,200000,57,63,73,56,48,22.63,8
32,66,550000,70,61,75,66,65,24.11,6
26,63,475000,56,62,74,60,59,25.62,8
27,64,575000,63,67,67,58,62,24.49,6
22,71,1100000,62,72,65,60,62,24.58,8
25,82,17500000,70,38,92,76,76,25.77,8
23,71,1100000,60,64,75,65,62,22.79,8
36,67,180000,58,40,84,63,63,22.58,8
25,70,1400000,64,71,75,65,66,22.47,8
23,80,5500000,70,58,79,72,74,23.45,5
20,75,1100000,56,85,48,58,60,21.95,2
20,77,2100000,64,72,60,64,61,23.78,8
21,73,1600000,67,66,67,70,63,23.1,6
25,73,1600000,57,56,69,64,65,22.28,3
19,82,1400000,63,53,72,65,57,23.29,0
24,75,2000000,64,53,81,71,68,22.96,8
34,61,70000,55,61,65,66,62,23.55,8
26,68,975000,58,86,41,59,61,23.6,2
37,77,600000,65,31,93,75,76,23.93,5
27,67,675000,57,54,81,61,63,21.16,2
29,65,600000,64,66,75,62,64,21.13,8
27,74,2100000,66,33,82,72,70,23.6,3
22,76,1500000,57,62,72,63,64,20.9,8
22,75,1800000,61,83,44,58,70,20.81,8
22,77,2600000,63,71,62,66,70,24.39,8
19,76,600000,58,68,51,56,58,22.72,2
25,69,1000000,64,73,52,64,67,22.86,8
26,76,2400000,67,37,85,68,65,23.09,8
36,73,550000,69,61,83,74,72,23.37,6
26,74,2300000,66,75,53,69,70,21.31,6
21,76,950000,56,76,56,58,59,20.91,8
20,76,1300000,63,68,70,59,68,21.62,3
33,66,450000,64,63,70,66,67,23.29,8
22,78,2600000,67,67,68,68,67,21.91,8
20,73,1600000,63,66,52,63,63,20.57,8
27,69,1200000,62,62,78,69,65,22.5,8
30,73,2500000,59,36,88,74,72,23.74,6
26,75,4400000,64,56,84,76,74,22.85,6
36,71,325000,71,63,82,74,64,24.38,0
26,64,450000,62,70,62,57,57,21.46,8
23,72,825000,64,54,60,62,65,22.1,5
27,73,2800000,73,66,79,76,67,23.8,2
27,65,625000,61,71,78,61,59,22.99,6
21,77,2200000,59,67,66,64,63,23.41,6
30,69,1100000,62,68,80,69,70,21.91,5
22,71,1100000,59,75,49,58,62,19.97,2
22,75,1500000,56,73,60,57,65,22.4,2
21,70,850000,57,73,58,57,57,21.98,8
21,76,1100000,62,56,75,65,62,22.89,8
24,65,240000,60,66,60,55,55,21.01,8
29,71,1600000,65,60,82,71,72,22.21,8
26,78,4000000,59,52,76,73,75,21.68,3
20,77,2900000,66,68,69,69,71,22.09,6
26,62,350000,53,64,69,56,56,19.87,2
21,72,1000000,51,77,52,57,57,22.72,0
25,76,3600000,67,64,76,74,73,24.05,8
26,75,3300000,62,40,74,76,74,22.63,6
23,68,600000,59,64,73,57,58,25.38,8
20,79,2500000,66,62,78,67,63,23.2,6
24,73,1600000,62,57,77,66,66,23.41,6
27,72,2800000,59,64,86,68,72,23.12,2
31,66,575000,65,64,72,62,68,21.16,8
22,79,4400000,55,51,85,65,73,24.1,8
25,73,1800000,64,61,75,70,70,21.68,2
21,74,950000,53,72,66,58,59,19.97,6
23,75,1200000,55,70,63,66,65,21.33,8
30,71,1500000,57,50,85,70,67,24.1,3
20,75,1200000,60,87,48,59,63,22.86,8
25,72,1600000,63,62,74,61,65,25.08,8
26,66,575000,58,75,63,58,59,22.72,0
28,73,2200000,65,56,81,70,72,23.27,8
22,77,1800000,62,73,67,57,66,21.46,2
32,71,1200000,66,30,92,69,67,24.21,8
32,75,3600000,68,46,78,75,75,22.99,3
28,68,975000,61,45,75,64,64,22.35,6
29,66,725000,63,53,90,62,64,22.15,8
26,63,475000,59,77,60,59,57,22.34,8
23,82,8500000,73,53,80,73,74,20.3,5
26,74,2200000,63,60,82,74,70,22.88,8
24,69,825000,57,72,66,60,60,26.12,0
21,65,350000,52,70,68,55,56,22.09,6
22,75,1800000,59,77,69,59,66,22.72,2
29,62,350000,56,76,61,57,55,22.72,8
29,69,1200000,54,49,88,66,69,26.88,6
30,70,1300000,61,45,81,66,67,23.52,3
28,72,1800000,66,63,70,71,73,20.97,3
21,69,775000,56,72,75,57,59,21.98,8
34,72,750000,65,40,83,74,70,23.03,6
23,71,1100000,56,56,74,63,64,22.79,8
31,73,2100000,63,44,87,73,68,25.2,3
35,69,325000,62,32,65,70,67,22.07,8
29,67,800000,61,60,80,64,66,23.33,6
19,81,2300000,63,64,70,60,65,20.65,2
28,75,4800000,66,42,82,76,75,24.05,8
33,62,190000,58,53,74,60,61,25.42,3
33,72,1100000,56,32,89,71,71,23.52,5
24,77,2300000,61,64,74,68,72,23.25,5
32,68,775000,62,50,87,59,65,23.7,6
33,72,1100000,60,32,86,73,71,24.46,5
28,67,725000,57,67,66,66,70,23.81,8
21,79,1700000,53,54,75,62,63,22.21,8
22,76,1500000,56,48,70,63,66,21.26,8
28,71,1500000,66,64,77,72,69,22.34,3
19,75,500000,60,71,70,58,56,21.6,8
20,77,825000,54,69,56,57,56,22.2,2
23,74,1500000,65,62,75,64,64,19.81,8
28,69,1100000,62,63,77,67,66,23.33,8
27,63,300000,57,70,64,64,63,23.46,8
34,61,110000,59,59,77,61,58,22.66,6
22,70,925000,63,72,59,59,61,21.86,8
29,61,300000,59,59,71,55,53,22.69,2
22,74,1000000,63,65,57,60,62,21.46,8
28,73,1900000,65,71,86,60,66,24.84,8
27,68,1000000,65,60,72,69,64,21.8,8
27,75,3200000,67,62,77,71,66,22.79,8
23,70,925000,64,67,71,57,62,21.86,8
23,68,775000,58,62,71,59,61,22.1,8
27,65,625000,66,58,71,57,65,22.78,8
28,65,625000,67,60,78,63,58,23.7,8
23,69,950000,57,89,58,57,58,23.53,2
32,61,230000,56,58,65,58,59,22.84,2
22,71,1000000,55,75,65,57,55,21.6,0
26,69,775000,61,64,65,65,64,22.15,8
32,70,1100000,58,77,58,67,67,23.66,2
35,75,1500000,63,55,81,78,78,24.22,6
27,71,1400000,68,49,72,74,70,20.13,6
22,76,2500000,67,76,83,68,64,23.3,6
29,76,6500000,69,49,77,76,79,21.33,8
25,73,1600000,63,60,80,65,62,23.12,8
23,70,1000000,65,58,84,61,63,24.08,6
24,75,1800000,56,43,72,62,68,20.3,8
19,74,750000,57,81,34,54,54,19.49,2
28,66,725000,54,53,79,63,64,23.77,8
24,70,850000,57,52,82,62,61,19.94,2
34,64,140000,65,53,73,63,61,23.67,5
29,72,2000000,60,36,84,72,71,20.4,3
30,69,850000,59,60,71,68,68,23.29,8
19,73,825000,63,67,72,53,61,24.44,8
27,78,8000000,71,35,86,74,73,23.36,8
24,69,925000,61,66,82,65,64,23.12,5
34,63,160000,60,70,68,65,65,22.22,6
35,78,3700000,63,52,89,76,77,22.2,6
27,73,1800000,70,45,78,70,69,22.88,8
22,74,1000000,58,65,65,59,59,23.15,8
22,78,3500000,65,61,75,72,68,20.94,8
21,76,1500000,58,61,55,61,67,20.68,8
31,63,325000,62,60,74,60,64,23.04,6
27,68,1000000,66,61,71,70,67,23.25,6
32,67,650000,63,39,77,66,67,23.24,8
37,73,275000,61,54,86,73,66,25.17,6
30,61,275000,60,62,72,59,58,21.91,8
24,71,1200000,61,60,78,63,63,23.67,8
32,69,925000,69,52,84,73,70,23.63,3
18,81,3000000,64,55,75,69,69,22.79,6
33,70,725000,67,42,72,67,71,23.77,5
26,63,375000,52,70,67,55,56,22.69,2
20,78,2000000,48,68,69,65,67,22.72,8
25,78,6500000,69,41,86,74,76,22.79,8
24,76,3000000,67,71,65,76,73,22.21,8
22,76,1800000,60,70,62,60,64,21.07,8
30,69,1100000,61,56,70,66,65,23.92,6
32,69,900000,58,45,78,66,70,25.31,8
21,77,1800000,58,71,60,63,63,22.99,6
23,68,675000,67,68,67,58,63,23.29,8
31,63,350000,56,77,65,61,60,24.22,8
32,71,1200000,67,51,85,69,66,22.96,6
34,66,275000,58,63,72,68,63,24.76,8
22,78,2500000,67,69,70,70,68,21.5,3
21,72,1300000,63,67,60,58,61,22.53,2
26,77,3100000,67,34,81,70,71,21.48,5
22,77,3000000,61,58,75,69,74,22.63,8
22,72,850000,58,64,64,56,59,22.22,8
29,73,2500000,57,47,85,72,74,23.48,3
28,69,1200000,53,52,83,69,68,23.37,6
29,76,6500000,58,33,92,81,71,26.31,3
19,76,1100000,51,68,66,57,60,21.6,8
27,72,1900000,67,48,82,75,67,23.62,8
25,80,7500000,60,52,81,73,75,23.85,3
29,71,1500000,64,65,79,68,70,24.93,6
34,73,1000000,58,60,78,74,69,21.04,6
22,73,1200000,58,64,71,61,66,24.38,8
24,72,1400000,65,75,59,62,66,21.46,8
30,68,1000000,67,32,76,70,67,23.65,8
30,70,1300000,61,65,77,75,70,25.34,6
21,71,1900000,62,38,90,68,67,23.06,5
27,74,3100000,52,52,80,75,76,21.84,3
32,71,1200000,67,49,77,75,73,22.69,5
28,69,1100000,57,66,69,68,69,22.15,8
30,63,400000,60,64,68,66,62,23.77,5
21,70,375000,56,57,70,53,55,21.7,8
22,82,3700000,73,61,71,72,68,24.81,8
31,64,425000,54,71,64,64,66,23.72,8
22,67,475000,57,69,67,53,57,24.62,8
24,68,500000,54,69,70,58,58,22.53,2
21,74,1500000,56,69,67,63,65,23.08,6
25,68,725000,60,58,70,62,64,21.39,2
22,84,4300000,64,58,73,71,68,22.5,6
19,77,900000,57,54,68,57,60,22.68,8
25,66,575000,59,59,66,55,58,20.45,8
28,75,4000000,62,44,88,70,74,23.85,6
35,71,500000,62,36,79,73,68,22.69,5
25,67,625000,54,83,60,56,57,23.81,2
34,68,400000,69,56,82,62,65,24.19,2
26,74,2200000,66,50,80,71,71,23.33,2
22,73,1300000,60,76,32,54,54,20.43,0
27,66,725000,64,40,83,61,63,23.3,5
26,68,825000,45,47,85,60,62,22.75,8
30,66,700000,57,50,85,59,63,24.08,6
21,79,2000000,56,75,61,63,60,22.15,2
28,73,1900000,67,66,82,69,73,24.96,5
24,68,675000,60,73,68,57,60,23.39,8
20,75,1200000,61,85,57,58,62,23.31,8
21,78,1700000,67,75,47,67,58,22.34,2
23,71,1200000,61,73,56,62,65,20.9,8
28,74,2900000,68,37,84,70,72,21.43,6
32,65,475000,58,66,82,65,63,24.76,8
32,72,1500000,65,36,85,68,72,22.4,6
27,65,625000,56,61,75,61,62,22.4,6
24,73,1600000,59,55,72,64,69,23.37,6
23,70,925000,65,66,59,59,58,21.5,2
20,73,1000000,60,61,62,60,60,21.27,8
23,74,1500000,66,70,71,67,64,22.53,8
25,71,1100000,60,64,70,66,64,22.34,8
23,72,1300000,57,66,74,68,64,23.63,8
21,74,575000,57,69,58,59,53,22.05,0
27,69,1200000,52,54,86,68,68,23.27,5
28,62,350000,56,63,65,57,58,25.73,2
22,70,1000000,57,66,68,67,64,21.97,8
27,69,975000,61,60,70,69,66,21.6,5
38,71,160000,50,56,78,74,70,23.37,8
32,66,550000,58,61,91,65,59,22.02,8
19,77,1300000,62,72,56,61,60,22.34,8
26,65,625000,62,67,71,57,59,24.34,1
25,64,400000,52,76,70,50,58,21.6,2
25,68,650000,57,68,52,61,62,22.72,2
29,68,950000,66,32,89,66,67,24.48,8
24,72,1600000,61,76,60,64,70,24.06,8
20,79,1000000,58,73,68,56,62,24.49,8
24,70,650000,56,68,57,62,68,22.64,8
25,70,1500000,62,34,88,67,76,24.67,6
23,80,5500000,62,62,76,76,72,19.74,8
29,65,625000,61,67,57,55,61,23.85,2
21,82,6500000,60,52,82,75,74,23.57,8
39,68,220000,64,58,78,68,59,24.42,8
23,73,1600000,57,65,75,67,65,19.81,6
21,81,4900000,64,49,78,74,73,22.07,8
24,73,1800000,64,59,76,67,68,20.59,6
24,83,19000000,77,53,82,80,78,23.16,8
24,80,4900000,68,43,74,71,72,23.74,6
31,75,3800000,62,46,80,78,77,23.09,8
22,77,3000000,63,59,79,66,70,23.67,5
21,76,2500000,57,50,88,68,64,26.0,8
25,65,475000,61,71,60,57,56,22.89,8
23,68,400000,58,82,66,64,65,21.63,8
24,71,1200000,61,66,51,54,58,19.79,2
24,78,3500000,57,52,80,68,69,21.91,8
27,69,1100000,63,44,79,64,64,23.74,6
28,62,350000,54,60,68,58,65,21.8,8
26,73,1700000,68,63,81,67,69,23.67,8
26,65,625000,58,66,73,58,61,23.15,8
20,80,2900000,60,38,84,70,65,22.32,8
21,74,1000000,59,71,61,55,53,23.67,2
34,65,230000,61,63,75,63,63,24.76,5
19,80,1900000,65,59,70,65,71,21.28,6
24,75,2300000,67,70,60,59,63,21.55,8
29,66,650000,54,43,90,62,63,22.28,6
20,75,1200000,62,39,75,65,66,22.58,2
20,70,825000,62,68,57,60,52,21.22,2
29,64,500000,58,63,83,64,62,20.83,8
33,70,750000,67,63,75,70,69,24.28,8
21,76,1500000,63,67,72,62,61,22.69,2
29,72,2000000,63,53,78,74,72,21.79,6
20,77,825000,40,66,64,58,63,22.84,8
25,70,950000,57,73,76,63,68,23.94,8
28,63,425000,55,69,85,59,62,24.33,6
29,64,525000,59,71,66,62,61,22.92,8
21,73,1000000,61,68,72,62,61,24.38,2
34,69,450000,62,60,72,78,65,23.41,6
