Age,Potential,Value,Crossing,ShortPassing,Dribbling,LongPassing,BallControl,SprintSpeed,LongShots,Aggression,Vision,BMI,Work Rate_NUM
33,75,3500000,73,74,75,66,74,76,71,66,76,23.99,6
33,78,6000000,79,82,74,78,79,59,77,54,86,23.77,8
29,75,5500000,70,76,76,73,75,69,76,75,71,21.46,2
25,85,50500000,81,85,89,82,88,79,80,60,85,25.0,2
33,73,1900000,66,74,74,72,74,66,76,81,74,23.81,0
32,78,11000000,69,79,75,78,78,47,74,72,77,22.16,8
33,74,2600000,78,80,73,78,76,55,77,70,77,23.5,8
29,73,3000000,80,78,74,77,69,67,74,79,77,23.6,2
24,87,46000000,68,85,83,88,84,57,81,60,84,21.62,8
28,79,17500000,80,81,78,81,79,75,69,47,81,23.57,2
27,73,3200000,77,75,74,74,77,68,70,60,79,22.2,0
24,80,18000000,78,75,81,67,79,80,69,51,74,23.25,0
28,76,7500000,73,72,81,75,82,78,78,53,74,22.49,2
27,75,6000000,72,80,75,77,80,67,72,62,74,24.82,6
29,69,1400000,69,70,75,69,73,67,71,72,67,23.72,0
29,80,20500000,74,83,82,77,83,61,76,59,84,21.8,2
23,79,4800000,69,74,70,72,73,68,73,74,73,23.99,2
27,77,7500000,67,77,71,72,76,67,68,76,73,22.72,6
22,83,17000000,67,80,76,78,80,39,76,78,78,21.39,0
27,78,12000000,69,79,76,76,78,63,71,75,78,23.92,8
28,75,5500000,71,72,78,61,75,84,61,70,69,22.72,2
32,75,4400000,74,78,75,75,79,57,72,73,77,23.08,2
31,78,10000000,78,76,74,75,77,53,61,74,74,21.91,8
31,79,11000000,79,84,76,81,79,41,77,82,79,24.07,8
33,73,1500000,62,76,72,72,73,72,77,70,74,22.45,0
31,74,3000000,72,77,72,76,76,55,74,84,81,24.39,8
26,80,21000000,75,77,81,69,79,75,75,67,77,21.05,8
38,77,2200000,80,84,77,85,81,36,76,87,85,25.21,8
30,75,5500000,74,81,74,78,77,70,71,69,77,24.28,8
23,84,30000000,77,80,84,63,82,84,81,50,77,24.62,2
23,79,6000000,71,72,74,70,73,79,66,81,70,22.99,2
25,80,8000000,62,75,80,73,80,64,67,75,77,23.03,2
25,85,36000000,79,82,84,79,85,69,78,38,82,24.25,2
26,82,17500000,70,81,76,79,80,53,73,75,74,23.12,8
33,75,3500000,77,78,75,74,78,60,76,64,79,24.34,8
33,73,1900000,68,74,69,71,71,64,72,71,76,23.2,8
31,75,3900000,73,76,72,74,76,65,74,81,70,25.76,6
35,73,950000,66,71,68,74,72,68,69,92,71,23.04,0
23,77,3200000,64,71,70,70,72,81,72,72,72,22.66,1
28,76,7500000,74,72,77,66,77,87,61,75,64,23.72,0
24,78,4600000,62,76,77,71,76,85,66,67,75,22.69,0
28,72,2400000,72,70,73,71,72,81,81,69,74,22.49,0
21,82,11500000,62,77,79,68,79,73,62,73,74,19.92,0
24,80,14500000,74,80,83,77,83,55,72,75,76,21.22,8
21,85,29000000,76,79,81,69,79,77,79,61,76,22.22,2
33,71,1200000,69,74,68,70,75,81,72,73,65,24.07,2
27,75,2700000,67,73,70,73,70,64,72,84,70,22.2,0
23,81,8500000,70,76,79,72,76,70,69,66,79,23.72,8
25,82,31000000,73,74,83,65,80,93,75,64,74,22.86,1
28,78,10000000,68,78,69,77,77,66,63,85,70,22.94,6
32,86,45000000,62,87,81,85,86,43,54,81,83,21.28,8
25,83,28000000,74,75,80,66,81,89,73,62,77,22.86,0
28,73,3100000,75,73,74,70,74,74,70,68,72,21.22,1
32,74,3300000,76,78,77,74,79,63,72,65,76,22.94,2
32,74,3300000,74,78,73,77,76,54,70,80,77,23.51,6
23,86,43500000,74,73,86,66,82,93,78,55,80,24.3,2
29,70,1300000,75,73,70,70,72,66,76,67,66,24.3,2
28,73,3000000,67,71,72,69,71,79,75,55,75,25.35,8
31,72,1900000,71,76,72,73,74,74,75,72,71,25.5,2
23,83,12500000,63,79,73,76,77,75,69,86,70,22.78,0
26,75,3700000,73,74,68,72,74,57,77,65,74,22.66,7
25,74,4100000,72,76,71,76,69,74,61,75,76,22.98,2
28,84,42500000,69,92,85,90,91,59,76,29,92,22.1,8
28,76,7500000,72,77,75,72,78,74,79,66,77,23.81,7
24,80,8500000,66,78,72,76,76,67,66,73,74,21.8,0
27,79,16000000,75,84,81,79,80,74,72,47,85,20.83,8
25,82,10500000,67,77,74,76,76,71,68,75,72,23.41,6
25,82,23000000,59,84,76,82,79,52,61,83,79,23.12,3
33,77,6500000,75,84,68,80,79,40,75,72,82,24.21,5
22,84,12500000,68,76,79,78,78,81,64,59,80,22.06,2
29,82,29500000,86,89,77,90,90,62,85,46,86,23.2,7
34,74,1900000,69,79,68,77,75,46,73,70,78,23.59,5
21,74,4400000,42,76,64,77,70,74,77,66,63,23.72,8
32,73,2600000,76,73,71,72,70,75,66,68,68,24.25,8
29,68,1200000,66,68,70,68,69,79,64,74,67,23.77,8
31,75,4700000,76,67,79,66,75,77,72,79,76,23.99,2
31,76,6000000,84,74,77,72,77,68,67,73,76,24.16,0
31,72,1900000,65,73,72,67,75,78,68,64,77,23.24,2
26,76,6000000,77,73,76,66,74,82,59,58,69,23.57,1
21,91,116500000,82,87,92,70,90,78,65,44,87,23.46,2
29,75,5500000,62,78,72,75,78,66,66,84,73,21.74,6
32,83,29000000,78,81,84,66,85,80,84,57,81,24.58,1
32,76,5000000,63,74,69,75,72,76,60,81,66,20.23,6
31,79,12500000,63,80,64,76,73,63,70,84,67,24.42,6
30,75,5500000,75,73,71,64,77,86,65,75,74,22.22,0
30,76,7000000,80,72,74,74,77,79,82,62,76,23.1,2
31,77,7500000,63,75,69,70,75,69,68,82,66,21.79,6
30,75,4700000,66,75,73,70,75,69,66,82,60,23.84,0
34,77,4300000,83,80,70,85,81,37,75,75,82,24.25,8
23,82,11000000,60,75,74,73,74,75,60,83,74,21.8,8
25,77,12000000,67,85,84,83,85,79,79,54,75,23.15,8
26,82,30500000,77,76,85,66,81,88,78,43,76,21.8,2
28,74,4200000,68,78,73,74,75,70,78,86,67,24.62,6
26,79,16500000,79,74,81,71,80,79,76,74,74,23.57,2
22,85,28500000,66,78,84,67,80,80,69,65,76,21.53,2
27,77,11000000,73,73,84,67,80,76,81,71,74,22.22,2
29,77,9000000,71,75,72,77,71,69,72,77,72,24.31,0
24,82,20500000,77,81,82,75,82,70,80,71,79,21.62,8
27,75,6000000,68,74,82,72,79,66,70,74,69,21.45,8
29,76,6500000,64,80,71,78,75,56,69,85,78,24.39,6
25,84,34500000,73,78,88,60,86,87,76,54,77,22.45,4
33,78,4200000,76,84,80,86,85,55,84,64,84,23.2,6
26,79,16500000,71,73,85,55,78,93,69,60,73,24.73,0
22,81,11500000,80,77,78,69,78,81,72,67,70,22.22,0
32,72,1800000,67,74,73,71,77,73,61,83,72,22.86,0
27,76,6500000,69,78,74,77,78,69,73,61,76,22.41,8
38,75,1900000,72,76,82,56,84,68,60,78,77,22.6,0
22,83,15000000,74,75,75,72,78,72,76,55,79,22.6,2
27,71,1800000,82,74,58,77,69,62,72,66,74,24.72,3
31,73,2100000,63,73,67,73,70,72,77,61,73,24.26,6
37,77,3400000,77,81,77,74,82,66,75,86,83,23.46,1
25,77,10500000,69,78,74,74,76,78,71,84,72,23.99,8
27,79,18500000,80,80,79,79,80,74,78,58,78,24.28,2
34,74,1700000,73,78,74,81,78,53,80,76,78,24.49,8
28,75,5500000,66,73,78,70,77,81,80,67,76,21.71,2
28,77,9000000,75,75,79,58,78,78,81,68,75,21.2,8
27,73,2700000,68,73,73,71,74,56,72,70,74,22.99,2
30,75,5500000,66,76,73,70,74,75,72,65,74,24.19,0
20,85,12500000,74,77,79,74,81,75,71,57,75,21.43,0
24,86,39000000,81,76,83,69,81,87,84,64,76,21.22,1
30,74,4000000,71,75,74,75,77,63,74,77,72,22.47,8
28,82,30500000,78,77,86,62,85,94,71,47,78,21.8,2
29,79,17000000,75,74,83,70,78,90,70,48,71,20.52,8
26,74,3600000,70,79,72,76,77,64,78,74,73,21.6,8
23,84,20000000,69,78,75,77,78,65,76,74,73,21.55,2
25,75,3100000,69,73,75,72,76,70,62,71,76,22.6,2
33,70,825000,70,70,72,61,73,79,74,65,71,20.75,2
31,71,2000000,60,76,69,73,70,61,74,88,67,23.33,8
33,73,1900000,65,77,75,71,74,61,72,82,70,24.9,6
30,78,13500000,74,76,84,74,82,71,72,51,80,24.06,2
24,80,8500000,70,79,77,79,78,65,65,78,74,23.18,8
33,75,3500000,74,81,80,75,81,64,68,71,80,23.04,0
36,76,2400000,72,79,75,78,78,37,63,77,75,23.39,6
26,75,4800000,70,78,72,74,73,67,72,76,73,22.2,2
26,74,2900000,71,72,68,69,70,54,69,72,72,22.22,0
27,79,16000000,67,82,81,80,82,69,80,74,78,21.28,4
31,76,6000000,74,78,74,73,78,68,75,67,82,22.84,7
35,75,1600000,47,75,70,72,71,77,57,88,68,22.99,0
28,71,1900000,65,73,70,68,73,82,74,60,71,22.68,8
34,74,1400000,62,75,72,73,72,65,77,82,67,23.89,3
26,73,3300000,77,71,75,66,70,83,65,74,62,27.45,8
22,82,11500000,79,76,74,75,77,68,80,51,77,23.78,8
30,75,5500000,75,76,72,71,78,78,57,75,70,25.31,6
21,90,68500000,77,80,84,78,81,78,76,45,84,22.74,2
35,74,1700000,80,79,75,77,81,34,82,65,77,24.62,8
33,73,1900000,75,77,70,76,76,49,71,69,73,23.57,6
26,80,14000000,74,79,82,76,79,76,71,72,77,20.11,2
33,73,1500000,65,74,75,72,76,65,71,71,69,23.55,6
25,79,6000000,74,76,77,74,75,68,74,69,83,22.22,2
35,73,1200000,71,74,71,70,76,67,71,66,73,21.51,0
27,81,27500000,80,79,83,76,84,82,82,63,77,22.91,2
33,76,4700000,75,80,74,69,77,73,74,71,72,23.67,2
30,73,2500000,67,79,78,75,76,67,73,79,69,23.77,0
33,71,1200000,67,69,75,66,73,70,69,69,66,23.59,8
27,77,11000000,65,81,77,80,81,55,68,77,77,23.77,5
31,75,4600000,68,77,73,74,75,66,73,63,76,24.49,8
26,75,6000000,72,74,76,66,77,75,74,72,73,22.09,8
28,74,4200000,63,76,72,73,73,70,64,80,73,22.31,0
30,77,9000000,67,76,72,74,75,52,68,85,72,22.16,0
26,75,3800000,70,74,74,69,74,72,67,77,76,23.51,8
24,81,9000000,70,75,77,73,79,60,72,70,74,22.89,0
24,81,15000000,79,77,85,78,82,61,77,57,78,23.77,0
25,76,2700000,68,74,75,72,77,66,72,66,75,24.69,2
23,80,8000000,63,78,74,73,76,63,61,78,74,23.99,8
31,69,1100000,68,70,68,66,72,65,75,68,72,22.55,8
34,80,10000000,85,83,84,80,83,68,77,57,83,25.14,2
31,75,3900000,68,78,76,74,77,67,70,73,75,23.25,2
24,82,11000000,72,77,70,75,75,65,67,68,75,20.83,8
25,82,15500000,73,71,85,67,79,75,76,67,70,23.3,2
33,72,1500000,63,66,71,65,70,89,68,80,68,24.51,0
22,84,21500000,66,77,85,67,80,87,59,56,75,20.28,0
24,80,6000000,69,76,74,74,75,71,70,68,74,20.24,2
24,80,8500000,69,80,75,79,76,71,69,65,74,22.1,6
31,70,1100000,67,70,68,68,69,67,73,77,68,23.15,0
28,72,2400000,72,61,74,54,73,90,70,66,67,23.26,2
33,75,3500000,73,74,75,65,75,84,67,83,73,23.46,0
24,88,55000000,81,78,89,76,84,93,76,54,76,21.15,2
29,71,1800000,64,74,74,71,74,59,69,80,68,23.41,0
21,83,12500000,74,76,75,75,76,71,75,42,77,21.91,2
23,80,6500000,70,78,76,76,76,70,74,73,73,23.81,8
31,77,9000000,63,79,80,72,81,82,76,52,79,22.72,1
35,77,3000000,74,82,76,79,80,42,74,78,76,19.88,8
22,85,28000000,79,74,79,64,80,86,76,58,76,21.28,8
20,83,4500000,68,74,71,74,74,68,68,80,73,23.1,0
35,72,950000,69,75,69,71,75,54,68,95,76,23.41,0
24,81,15000000,75,80,82,77,83,74,62,63,76,22.47,2
29,80,18000000,70,80,72,78,82,52,34,82,74,24.0,6
29,75,5500000,77,80,75,79,77,54,78,63,79,22.59,8
29,73,3000000,75,75,70,78,73,53,78,76,79,20.94,8
28,79,17500000,75,75,79,66,77,87,77,51,78,23.04,8
24,84,22000000,70,80,78,74,81,70,66,70,80,22.4,8
34,69,500000,71,75,68,73,69,56,71,65,74,22.09,0
20,84,6500000,66,79,72,72,74,73,61,82,74,23.77,6
22,85,17000000,59,76,78,74,79,73,68,70,73,22.1,8
22,83,17000000,79,82,80,81,79,62,76,68,84,21.91,8
25,79,6000000,60,75,74,77,75,62,70,76,68,20.61,8
34,75,2600000,71,78,74,79,76,32,69,85,78,24.26,8
35,77,3000000,58,70,63,72,75,43,71,89,66,24.03,8
34,75,2600000,75,78,75,76,77,73,67,63,79,21.72,2
22,85,27000000,65,79,78,78,79,69,58,77,78,23.2,8
30,74,4000000,74,76,70,78,74,53,72,71,77,24.38,8
28,74,4200000,73,81,78,79,81,56,70,79,80,22.99,8
33,75,3500000,66,77,71,74,77,52,61,88,73,20.83,0
35,77,4300000,78,78,78,75,80,49,81,53,79,23.04,2
30,72,2200000,70,74,67,73,74,66,71,82,74,23.55,0
28,76,7500000,64,77,80,73,73,79,73,47,75,22.2,0
29,73,3000000,56,76,70,74,75,62,69,70,73,20.9,6
34,71,650000,72,75,72,73,75,68,70,68,74,21.67,2
27,78,12000000,71,77,82,68,77,85,65,69,76,23.12,6
30,76,6500000,68,78,70,73,75,61,64,71,73,20.83,6
24,76,2800000,66,73,73,70,70,66,65,83,70,23.29,0
20,86,10000000,64,72,82,67,78,81,71,63,69,21.2,1
32,73,2400000,58,74,74,73,76,76,67,79,69,26.58,2
28,73,3100000,83,76,73,80,78,54,74,67,81,22.79,1
31,75,3900000,68,80,70,76,75,67,68,78,72,22.07,6
28,74,4200000,68,72,75,64,73,78,71,46,70,23.53,0
23,81,8000000,57,72,69,67,73,88,49,76,70,20.9,0
23,86,31000000,73,74,82,69,78,86,76,59,72,23.24,2
31,73,2500000,74,78,68,80,77,64,62,70,76,19.54,8
32,74,3300000,74,79,67,76,73,52,68,83,81,23.78,3
26,74,2900000,78,75,70,73,73,66,72,60,75,22.92,2
20,86,10000000,73,72,77,64,73,87,72,75,67,22.66,2
30,74,4100000,65,73,75,67,73,92,68,73,70,23.12,1
34,80,10000000,82,80,80,60,85,78,76,54,78,23.04,2
31,73,2100000,72,74,67,72,75,62,75,80,65,23.41,2
25,78,4400000,62,73,70,72,73,67,60,81,69,22.12,0
23,80,4900000,70,76,69,74,75,66,81,59,75,24.07,8
28,78,14000000,74,77,82,75,81,85,79,67,76,22.86,8
29,75,5500000,73,81,73,82,77,49,79,80,80,23.63,4
30,74,4000000,76,76,62,80,75,51,74,68,77,22.53,8
31,72,1900000,78,76,74,75,74,68,74,69,73,23.62,1
35,75,2400000,73,75,80,71,77,62,74,48,78,22.86,0
28,69,1200000,71,70,71,71,70,61,81,68,68,23.46,6
20,83,11500000,61,77,78,72,75,77,60,68,70,21.97,0
25,77,5500000,67,75,78,72,79,80,80,55,73,22.55,2
33,72,1500000,70,74,75,70,74,74,65,56,71,24.22,8
33,71,1200000,65,73,69,67,70,62,67,77,72,23.89,6
25,75,2300000,68,72,72,70,74,67,70,72,70,25.83,8
22,86,35500000,75,76,86,67,83,86,79,67,75,22.69,7
29,69,1000000,67,66,70,68,68,75,73,68,67,23.18,0
25,81,11000000,58,81,75,79,78,74,66,75,71,21.78,8
29,73,3000000,67,71,73,67,71,89,63,69,71,22.6,6
34,81,12000000,82,82,86,77,86,65,81,76,81,22.34,2
24,80,8500000,66,80,79,77,81,63,64,64,76,22.99,8
25,77,5500000,70,72,74,71,75,75,74,68,73,22.84,0
30,71,2200000,75,77,78,73,76,78,67,78,70,22.55,2
36,73,600000,68,73,70,71,73,53,70,90,69,23.96,6
30,72,2300000,73,74,75,72,75,72,77,72,74,22.64,2
27,73,3200000,65,73,73,74,76,67,70,83,69,22.99,6
23,77,3200000,71,70,74,71,73,69,72,84,69,23.36,8
34,71,1200000,68,74,69,74,75,55,75,69,74,24.21,8
32,74,2800000,60,74,67,74,72,52,74,68,71,22.31,2
31,78,11500000,55,79,68,80,80,38,73,82,71,25.0,3
29,74,4100000,69,76,78,74,76,67,76,59,76,23.67,8
24,82,12000000,65,74,80,70,78,85,80,64,73,21.8,1
28,72,2300000,76,79,79,77,78,63,72,69,76,23.15,8
27,75,4900000,68,73,76,69,75,73,69,80,73,23.72,2
32,74,3300000,72,72,68,69,73,81,77,74,74,25.61,0
29,74,4100000,72,65,78,63,76,86,67,63,64,23.94,2
22,77,3200000,66,69,73,68,72,77,67,67,71,22.72,2
32,77,8500000,77,76,80,70,75,79,76,63,75,23.71,2
36,79,4200000,77,83,82,76,83,71,71,74,79,22.47,8
29,76,6500000,67,78,76,78,77,68,65,77,72,23.2,8
31,72,2700000,75,74,74,73,74,70,75,61,71,23.39,2
27,75,6000000,74,70,81,74,80,72,79,65,76,20.38,2
21,89,31000000,79,80,85,73,85,82,85,53,81,25.01,8
28,78,14000000,74,82,77,76,82,54,75,57,84,21.04,2
35,74,1700000,70,69,79,59,73,82,74,62,64,24.73,1
21,83,17000000,81,77,81,72,80,71,71,57,75,20.9,6
26,78,7500000,68,76,77,77,79,63,72,55,79,22.04,8
29,75,4800000,56,75,70,74,72,62,76,74,69,26.81,8
29,76,7500000,64,79,73,78,78,49,69,82,74,23.04,6
32,75,5000000,78,80,75,81,79,55,77,61,82,22.84,8
27,72,2100000,71,72,69,72,71,62,69,76,71,22.09,6
24,82,10500000,65,80,76,75,77,60,55,69,76,21.91,8
29,72,2000000,60,73,72,67,69,76,63,72,69,21.85,6
29,73,3000000,74,65,72,62,72,83,67,66,68,22.22,2
27,73,3200000,79,76,75,73,75,51,81,61,72,22.99,8
27,73,3200000,76,76,75,75,77,64,80,50,76,22.99,8
32,73,2400000,59,72,75,64,76,54,72,71,73,21.97,0
24,73,2200000,67,72,71,71,72,59,71,71,71,22.84,2
27,77,8500000,69,79,80,76,80,66,70,77,72,22.88,6
22,87,43000000,50,82,75,80,79,69,60,82,75,23.37,6
30,70,1500000,61,72,70,69,71,84,58,68,70,22.86,0
34,74,1900000,70,78,72,77,77,60,73,76,75,22.66,8
29,72,2300000,70,72,75,67,73,84,67,67,68,22.65,2
29,74,4100000,66,75,73,72,76,72,76,75,76,24.62,2
31,75,6000000,75,76,76,69,75,69,58,71,73,22.1,8
27,76,8000000,75,75,72,71,78,84,74,62,68,22.45,2
28,76,7500000,75,75,81,71,80,80,73,65,73,24.42,2
30,75,5500000,68,74,79,70,75,75,76,61,74,21.97,2
30,76,6500000,50,75,73,73,71,66,58,84,69,24.45,6
30,72,2000000,57,73,68,71,70,76,68,68,70,24.06,8
29,70,1600000,67,70,69,72,71,67,66,72,65,24.84,0
29,76,7500000,71,78,78,74,76,71,70,56,78,23.66,7
20,85,15500000,73,77,83,67,77,86,62,68,72,20.24,1
25,87,81000000,79,80,89,74,88,93,73,35,81,23.46,8
24,75,2400000,55,68,72,69,71,76,66,75,71,24.26,2
33,79,8500000,59,82,69,81,80,33,67,75,77,22.16,8
29,76,6500000,62,76,59,71,72,67,67,82,56,23.25,6
32,72,1800000,66,78,70,77,71,60,62,83,75,25.26,8
30,75,5500000,76,80,76,77,79,60,76,55,75,24.28,7
24,80,6000000,58,74,67,72,73,68,65,73,73,23.62,8
26,78,7500000,64,76,80,69,81,59,67,57,75,22.89,6
30,72,2200000,71,73,70,68,73,71,74,62,72,20.94,6
29,78,14000000,80,77,78,75,77,85,73,60,76,22.16,2
25,80,8000000,58,78,75,76,77,77,58,70,74,21.8,8
34,73,1400000,67,80,70,71,73,64,65,76,69,23.04,0
28,75,4100000,61,76,69,71,73,67,64,87,64,23.25,0
24,76,3300000,72,73,76,69,77,70,61,50,76,23.1,8
28,73,2700000,67,74,69,73,73,67,71,75,66,22.88,8
27,75,6000000,69,77,78,74,76,75,68,72,72,23.51,0
20,83,12500000,73,78,78,78,78,69,76,73,77,22.2,8
32,73,2400000,68,74,72,73,74,55,68,73,72,24.97,0
28,71,1900000,69,70,67,66,70,61,68,77,72,22.04,8
34,72,800000,66,71,66,68,71,55,71,68,66,23.55,6
38,75,1100000,69,81,71,73,72,55,59,67,66,23.74,2
33,72,1400000,67,75,67,74,70,63,70,77,73,24.44,2
23,77,4300000,56,77,72,75,76,80,65,67,73,22.2,8
26,74,2000000,70,72,70,71,73,67,69,69,70,21.74,8
27,75,6000000,72,75,77,72,78,78,68,53,75,23.18,2
35,79,3000000,70,87,71,85,79,44,64,62,83,20.94,5
26,73,2700000,68,75,76,73,78,55,74,74,70,23.63,2
26,77,7000000,67,79,75,75,79,75,66,70,80,21.06,2
33,76,4700000,70,74,78,73,80,71,74,70,75,22.72,2
21,86,30000000,54,81,80,77,80,71,59,83,79,20.81,0
30,76,7000000,78,73,78,68,76,88,72,67,68,20.15,8
25,80,12500000,65,83,78,79,80,53,60,78,76,23.89,6
21,83,9000000,53,74,73,70,75,81,61,79,68,22.76,6
29,78,14000000,78,75,78,69,78,78,71,71,73,22.99,0
23,84,35000000,78,77,82,68,81,86,79,48,79,20.37,2
33,74,2100000,76,76,59,77,76,53,71,70,76,23.36,8
34,71,725000,68,78,74,79,79,54,77,71,79,24.07,8
25,80,21000000,73,80,82,62,83,76,77,58,76,22.53,1
31,74,3000000,65,75,69,71,73,76,55,79,73,22.05,6
26,80,13500000,68,84,77,77,82,60,68,57,74,22.15,6
35,72,875000,77,75,69,69,77,54,63,75,74,22.09,8
32,72,1600000,70,72,69,72,72,60,70,63,69,23.89,8
26,73,3300000,66,70,71,63,72,87,69,53,69,22.65,2
26,72,1800000,67,70,68,68,68,77,70,75,70,23.29,6
28,79,17500000,88,77,82,75,82,67,74,52,77,23.46,8
31,72,1900000,75,73,67,72,70,75,64,65,67,22.53,2
27,76,8000000,68,73,80,74,78,80,80,78,76,25.54,8
26,77,3100000,56,70,69,68,75,70,74,69,65,23.12,2
24,84,21500000,68,80,80,68,78,84,82,72,75,22.2,0
31,74,3500000,80,76,72,78,73,66,73,53,83,23.45,8
25,81,14500000,75,77,81,67,80,79,74,61,78,24.16,2
29,70,1600000,59,73,70,70,71,64,65,69,66,25.08,2
26,78,9000000,76,80,78,76,79,60,62,70,81,21.62,8
25,78,12500000,73,74,82,68,86,79,68,60,74,22.28,7
26,74,3600000,66,68,74,62,70,81,64,77,73,23.38,0
29,75,5500000,52,77,72,75,75,53,68,89,75,22.45,6
26,76,5000000,66,77,78,76,79,70,63,73,75,21.14,0
26,82,23000000,62,79,70,80,77,65,52,83,72,22.88,6
33,78,6500000,76,80,82,78,78,68,73,63,80,21.87,8
23,82,10500000,73,72,76,69,74,89,57,78,65,22.28,0
24,79,6500000,72,76,74,75,75,54,69,67,75,22.71,2
31,73,2500000,62,76,67,77,70,73,75,70,78,23.67,8
24,83,15000000,73,79,75,78,76,63,77,66,74,21.47,2
26,75,3100000,64,74,75,69,76,75,71,63,72,20.06,2
25,74,2500000,60,70,69,71,72,66,66,76,66,22.02,6
30,76,7000000,72,72,76,61,79,76,73,72,73,20.11,2
24,78,9500000,76,74,82,65,81,76,70,58,76,23.81,2
27,75,4300000,58,78,75,75,76,63,71,78,69,24.3,8
23,83,12500000,58,72,80,55,78,82,69,55,73,23.74,2
33,72,1400000,75,80,79,74,81,60,70,59,72,23.2,2
28,72,1800000,72,71,68,72,72,58,61,74,67,22.45,8
30,72,2200000,75,76,68,75,71,61,68,72,70,22.53,0
33,70,975000,63,68,68,68,72,54,72,71,71,23.77,6
26,73,3300000,75,75,76,63,73,71,67,77,67,23.88,8
31,78,11500000,75,79,81,73,80,76,78,45,78,25.14,7
25,76,4000000,75,76,75,74,76,53,60,76,75,22.72,8
29,76,7500000,69,70,82,65,78,83,74,81,71,24.62,0
25,77,5500000,72,76,69,76,74,67,67,66,78,20.99,2
35,71,525000,71,72,70,69,69,51,69,70,73,24.69,6
37,71,600000,75,71,73,71,79,51,78,69,75,26.06,2
32,79,11500000,70,82,75,82,79,39,67,76,68,22.05,5
28,70,1600000,77,75,72,72,74,67,73,65,71,25.22,8
33,83,15500000,86,84,82,86,85,68,84,55,88,24.91,7
29,77,10500000,78,75,81,70,79,77,76,76,76,23.04,0
31,73,2500000,71,75,73,73,76,55,76,82,73,23.72,0
25,76,3300000,64,73,74,71,73,69,68,76,73,21.72,2
23,84,16500000,81,77,85,77,85,62,67,57,78,23.41,2
29,69,1400000,70,70,63,72,72,55,72,72,63,23.7,8
27,77,11000000,69,75,80,68,78,80,70,71,75,21.85,2
26,76,4000000,71,75,76,72,75,77,69,65,73,22.09,2
33,70,1000000,64,72,64,67,68,74,62,67,68,22.49,0
31,72,1900000,65,66,75,62,74,81,73,75,62,23.3,0
30,72,2000000,70,76,69,72,71,66,75,74,73,22.12,8
25,74,2500000,72,75,69,71,70,59,61,62,74,22.86,8
30,79,17000000,77,74,85,69,82,88,74,53,73,23.55,8
32,71,1500000,63,73,69,68,71,64,67,84,74,22.94,8
30,71,1800000,70,74,72,73,77,65,65,69,73,23.24,7
28,75,5500000,67,68,82,63,80,86,70,66,74,23.45,2
26,80,12500000,58,80,77,80,79,54,71,81,78,23.99,8
26,72,2200000,69,72,69,70,69,75,60,74,72,24.06,0
28,79,15500000,71,84,66,84,80,52,75,91,78,23.96,5
27,74,3500000,69,76,72,74,75,71,71,52,74,23.99,8
28,71,1900000,72,73,74,71,73,74,73,77,68,23.95,2
25,81,14500000,71,82,81,77,78,61,67,71,80,21.63,7
20,87,23000000,78,78,80,77,83,79,84,40,78,21.39,7
29,70,1400000,61,70,66,68,64,81,68,66,65,23.96,0
31,69,1100000,63,69,70,64,73,77,67,65,71,21.8,0
33,76,4700000,68,70,78,67,79,76,78,59,78,22.86,2
39,81,8500000,84,84,84,83,83,70,78,55,85,23.41,2
21,85,12500000,71,73,72,67,76,86,70,76,72,24.57,2
25,74,2500000,74,75,68,73,72,67,74,75,70,22.99,2
31,70,1300000,67,73,68,71,73,66,56,74,66,21.97,0
29,76,7500000,69,71,79,65,75,91,69,69,69,25.97,2
26,80,13500000,73,81,83,77,84,59,68,61,80,22.86,2
27,75,2700000,65,73,69,73,73,71,69,70,70,21.89,6
30,74,4100000,71,69,85,68,73,87,66,56,71,20.76,2
22,83,15000000,67,69,79,65,74,94,73,57,69,22.53,2
28,79,13500000,55,79,72,77,80,60,68,78,75,23.99,6
25,77,3800000,64,72,66,69,70,69,66,81,58,25.54,6
26,76,4000000,75,76,77,74,78,67,74,66,77,21.14,1
35,71,775000,65,74,70,73,77,52,74,77,75,26.45,2
27,78,15000000,78,80,79,76,80,67,75,52,77,23.57,8
32,77,8500000,75,77,82,66,80,82,75,53,74,23.37,1
28,71,1900000,73,73,71,71,74,68,72,75,73,22.84,8
34,71,875000,72,78,77,75,79,41,74,76,75,24.26,8
23,82,11000000,65,77,76,75,76,72,58,72,74,25.25,8
22,77,3200000,55,71,68,69,70,75,65,77,68,24.16,0
29,75,5500000,62,65,85,58,76,91,74,68,60,24.44,2
27,73,2700000,62,72,69,70,73,70,71,72,71,22.84,6
24,82,11000000,63,80,75,75,77,75,62,54,75,21.31,0
26,72,2200000,70,74,77,73,70,78,71,59,74,20.55,2
21,84,12000000,75,75,74,62,78,80,55,67,72,22.41,2
21,81,7000000,77,78,77,80,79,63,75,57,78,22.59,8
35,71,775000,71,73,70,72,73,72,65,65,73,23.62,2
37,75,1800000,65,79,71,75,76,68,69,74,72,24.77,8
35,74,2600000,77,75,74,71,76,73,76,45,68,23.84,2
28,71,1900000,74,74,72,64,73,68,72,66,72,21.45,8
24,79,9500000,54,75,72,75,75,69,65,73,74,20.65,8
32,69,1100000,70,66,68,62,71,71,62,88,64,21.6,2
